station_id	stationname	date	daytype	rides
40520	Foster	10/11/2021	W	354
40520	Foster	10/12/2021	W	397
40520	Foster	10/13/2021	W	391
40520	Foster	10/14/2021	W	503
40520	Foster	10/15/2021	W	594
40520	Foster	10/16/2021	A	539
40520	Foster	10/17/2021	U	277
40520	Foster	10/18/2021	W	409
40520	Foster	10/19/2021	W	382
40520	Foster	10/20/2021	W	414
40520	Foster	10/21/2021	W	471
40520	Foster	10/22/2021	W	573
40520	Foster	10/23/2021	A	589
40520	Foster	10/24/2021	U	204
40520	Foster	10/25/2021	W	324
40520	Foster	10/26/2021	W	404
40520	Foster	10/27/2021	W	497
40520	Foster	10/28/2021	W	501
40520	Foster	10/29/2021	W	566
40520	Foster	10/30/2021	A	543
40520	Foster	10/31/2021	U	267
40530	Diversey	10/01/2021	W	2475
40530	Diversey	10/02/2021	A	1764
40530	Diversey	10/03/2021	U	1291
40530	Diversey	10/04/2021	W	2188
40530	Diversey	10/05/2021	W	2601
40530	Diversey	10/06/2021	W	2422
40530	Diversey	10/07/2021	W	2494
40530	Diversey	10/08/2021	W	2440
40530	Diversey	10/09/2021	A	2141
40530	Diversey	10/10/2021	U	2283
40530	Diversey	10/11/2021	W	1986
40530	Diversey	10/12/2021	W	2617
40530	Diversey	10/13/2021	W	2517
40530	Diversey	10/14/2021	W	2665
40530	Diversey	10/15/2021	W	2489
40530	Diversey	10/16/2021	A	1842
40530	Diversey	10/17/2021	U	1130
40530	Diversey	10/18/2021	W	2281
40530	Diversey	10/19/2021	W	2620
40530	Diversey	10/20/2021	W	2506
40530	Diversey	10/21/2021	W	2793
40530	Diversey	10/22/2021	W	2465
40530	Diversey	10/23/2021	A	1765
40530	Diversey	10/24/2021	U	758
40530	Diversey	10/25/2021	W	1830
40530	Diversey	10/26/2021	W	2652
40530	Diversey	10/27/2021	W	2700
40530	Diversey	10/28/2021	W	2790
40530	Diversey	10/29/2021	W	2272
40530	Diversey	10/30/2021	A	1990
40530	Diversey	10/31/2021	U	1364
40540	Wilson	10/01/2021	W	4680
40540	Wilson	10/02/2021	A	3597
40540	Wilson	10/03/2021	U	2456
40540	Wilson	10/04/2021	W	4064
40540	Wilson	10/05/2021	W	4298
40540	Wilson	10/06/2021	W	3960
40540	Wilson	10/07/2021	W	4344
40540	Wilson	10/08/2021	W	4598
40540	Wilson	10/09/2021	A	3519
40540	Wilson	10/10/2021	U	3021
40540	Wilson	10/11/2021	W	3444
40540	Wilson	10/12/2021	W	4225
40540	Wilson	10/13/2021	W	4286
40540	Wilson	10/14/2021	W	4725
40540	Wilson	10/15/2021	W	4486
40540	Wilson	10/16/2021	A	4542
40540	Wilson	10/17/2021	U	2785
40540	Wilson	10/18/2021	W	4118
40540	Wilson	10/19/2021	W	4282
40540	Wilson	10/20/2021	W	4471
40540	Wilson	10/21/2021	W	4306
40540	Wilson	10/22/2021	W	4375
40540	Wilson	10/23/2021	A	3802
40540	Wilson	10/24/2021	U	2187
40540	Wilson	10/25/2021	W	3737
40540	Wilson	10/26/2021	W	4317
40540	Wilson	10/27/2021	W	4631
40540	Wilson	10/28/2021	W	4802
40540	Wilson	10/29/2021	W	4216
40540	Wilson	10/30/2021	A	4182
40540	Wilson	10/31/2021	U	2803
40550	Irving Park-O'Hare	10/01/2021	W	2119
40550	Irving Park-O'Hare	10/02/2021	A	1216
40550	Irving Park-O'Hare	10/03/2021	U	968
40550	Irving Park-O'Hare	10/04/2021	W	1879
40550	Irving Park-O'Hare	10/05/2021	W	1914
40550	Irving Park-O'Hare	10/06/2021	W	2024
40550	Irving Park-O'Hare	10/07/2021	W	2035
40550	Irving Park-O'Hare	10/08/2021	W	2125
40550	Irving Park-O'Hare	10/09/2021	A	1342
40550	Irving Park-O'Hare	10/10/2021	U	1194
40550	Irving Park-O'Hare	10/11/2021	W	1598
40550	Irving Park-O'Hare	10/12/2021	W	1966
40550	Irving Park-O'Hare	10/13/2021	W	2029
40550	Irving Park-O'Hare	10/14/2021	W	2123
40550	Irving Park-O'Hare	10/15/2021	W	2097
40550	Irving Park-O'Hare	10/16/2021	A	1307
40550	Irving Park-O'Hare	10/17/2021	U	945
40550	Irving Park-O'Hare	10/18/2021	W	1898
40550	Irving Park-O'Hare	10/19/2021	W	2070
40550	Irving Park-O'Hare	10/20/2021	W	2040
40550	Irving Park-O'Hare	10/21/2021	W	2114
40550	Irving Park-O'Hare	10/22/2021	W	2171
40550	Irving Park-O'Hare	10/23/2021	A	1316
40550	Irving Park-O'Hare	10/24/2021	U	861
40550	Irving Park-O'Hare	10/25/2021	W	1747
40550	Irving Park-O'Hare	10/26/2021	W	1994
40550	Irving Park-O'Hare	10/27/2021	W	2013
40550	Irving Park-O'Hare	10/28/2021	W	2085
40550	Irving Park-O'Hare	10/29/2021	W	2011
40550	Irving Park-O'Hare	10/30/2021	A	1221
40550	Irving Park-O'Hare	10/31/2021	U	953
40560	Jackson/State	10/01/2021	W	2825
40560	Jackson/State	10/02/2021	A	2260
40560	Jackson/State	10/03/2021	U	1507
40560	Jackson/State	10/04/2021	W	4139
40560	Jackson/State	10/05/2021	W	4231
40560	Jackson/State	10/06/2021	W	4082
40560	Jackson/State	10/07/2021	W	3922
40560	Jackson/State	10/08/2021	W	2810
40560	Jackson/State	10/09/2021	A	2593
40560	Jackson/State	10/10/2021	U	7519
40560	Jackson/State	10/11/2021	W	3912
40560	Jackson/State	10/12/2021	W	4382
40560	Jackson/State	10/13/2021	W	4279
40560	Jackson/State	10/14/2021	W	4032
40560	Jackson/State	10/15/2021	W	2925
40560	Jackson/State	10/16/2021	A	2232
40560	Jackson/State	10/17/2021	U	1733
40560	Jackson/State	10/18/2021	W	3898
40560	Jackson/State	10/19/2021	W	4091
40560	Jackson/State	10/20/2021	W	4054
40560	Jackson/State	10/21/2021	W	3919
40560	Jackson/State	10/22/2021	W	2613
40560	Jackson/State	10/23/2021	A	2067
40560	Jackson/State	10/24/2021	U	1222
40560	Jackson/State	10/25/2021	W	3496
40560	Jackson/State	10/26/2021	W	4084
40560	Jackson/State	10/27/2021	W	4182
40560	Jackson/State	10/28/2021	W	3970
40560	Jackson/State	10/29/2021	W	2846
40560	Jackson/State	10/30/2021	A	2280
40560	Jackson/State	10/31/2021	U	1541
40570	California/Milwaukee	10/01/2021	W	2588
40570	California/Milwaukee	10/02/2021	A	1741
40570	California/Milwaukee	10/03/2021	U	1195
40570	California/Milwaukee	10/04/2021	W	2060
40570	California/Milwaukee	10/05/2021	W	2358
40570	California/Milwaukee	10/06/2021	W	2419
40570	California/Milwaukee	10/07/2021	W	2361
40570	California/Milwaukee	10/08/2021	W	2574
40570	California/Milwaukee	10/09/2021	A	2186
40570	California/Milwaukee	10/10/2021	U	1905
40570	California/Milwaukee	10/11/2021	W	1789
40570	California/Milwaukee	10/12/2021	W	2425
40570	California/Milwaukee	10/13/2021	W	2360
40570	California/Milwaukee	10/14/2021	W	2591
40570	California/Milwaukee	10/15/2021	W	2472
40570	California/Milwaukee	10/16/2021	A	1947
40570	California/Milwaukee	10/17/2021	U	1295
40570	California/Milwaukee	10/18/2021	W	2144
40570	California/Milwaukee	10/19/2021	W	2387
40570	California/Milwaukee	10/20/2021	W	2420
40570	California/Milwaukee	10/21/2021	W	2549
40570	California/Milwaukee	10/22/2021	W	2502
40570	California/Milwaukee	10/23/2021	A	1959
40570	California/Milwaukee	10/24/2021	U	978
40570	California/Milwaukee	10/25/2021	W	1815
40570	California/Milwaukee	10/26/2021	W	2256
40570	California/Milwaukee	10/27/2021	W	2430
40570	California/Milwaukee	10/28/2021	W	2444
40570	California/Milwaukee	10/29/2021	W	2267
40570	California/Milwaukee	10/30/2021	A	1770
40570	California/Milwaukee	10/31/2021	U	1331
40580	54th/Cermak	10/01/2021	W	1373
40580	54th/Cermak	10/02/2021	A	834
40580	54th/Cermak	10/03/2021	U	642
40580	54th/Cermak	10/04/2021	W	1271
40580	54th/Cermak	10/05/2021	W	1382
40580	54th/Cermak	10/06/2021	W	1361
40580	54th/Cermak	10/07/2021	W	1319
40580	54th/Cermak	10/08/2021	W	1420
40580	54th/Cermak	10/09/2021	A	810
40580	54th/Cermak	10/10/2021	U	673
40580	54th/Cermak	10/11/2021	W	1120
40580	54th/Cermak	10/12/2021	W	1386
40580	54th/Cermak	10/13/2021	W	1429
40580	54th/Cermak	10/14/2021	W	1409
40580	54th/Cermak	10/15/2021	W	1403
40580	54th/Cermak	10/16/2021	A	835
40580	54th/Cermak	10/17/2021	U	597
40580	54th/Cermak	10/18/2021	W	1233
40580	54th/Cermak	10/19/2021	W	1354
40580	54th/Cermak	10/20/2021	W	1350
40580	54th/Cermak	10/21/2021	W	1361
40580	54th/Cermak	10/22/2021	W	1384
40580	54th/Cermak	10/23/2021	A	798
40580	54th/Cermak	10/24/2021	U	494
40580	54th/Cermak	10/25/2021	W	1133
40580	54th/Cermak	10/26/2021	W	1395
40580	54th/Cermak	10/27/2021	W	1327
40580	54th/Cermak	10/28/2021	W	1288
40580	54th/Cermak	10/29/2021	W	1234
40580	54th/Cermak	10/30/2021	A	787
40580	54th/Cermak	10/31/2021	U	580
40590	Damen/Milwaukee	10/01/2021	W	3155
40590	Damen/Milwaukee	10/02/2021	A	2573
40590	Damen/Milwaukee	10/03/2021	U	1871
40590	Damen/Milwaukee	10/04/2021	W	2411
40590	Damen/Milwaukee	10/05/2021	W	2523
40590	Damen/Milwaukee	10/06/2021	W	2694
40590	Damen/Milwaukee	10/07/2021	W	2763
40590	Damen/Milwaukee	10/08/2021	W	3151
40590	Damen/Milwaukee	10/09/2021	A	3288
40590	Damen/Milwaukee	10/10/2021	U	2650
40590	Damen/Milwaukee	10/11/2021	W	2299
40590	Damen/Milwaukee	10/12/2021	W	2872
40590	Damen/Milwaukee	10/13/2021	W	2858
40590	Damen/Milwaukee	10/14/2021	W	2983
40590	Damen/Milwaukee	10/15/2021	W	3115
40590	Damen/Milwaukee	10/16/2021	A	2976
40590	Damen/Milwaukee	10/17/2021	U	2204
40590	Damen/Milwaukee	10/18/2021	W	2651
40590	Damen/Milwaukee	10/19/2021	W	2866
40590	Damen/Milwaukee	10/20/2021	W	2923
40590	Damen/Milwaukee	10/21/2021	W	2888
40590	Damen/Milwaukee	10/22/2021	W	3204
40590	Damen/Milwaukee	10/23/2021	A	2991
40590	Damen/Milwaukee	10/24/2021	U	1595
40590	Damen/Milwaukee	10/25/2021	W	2062
40590	Damen/Milwaukee	10/26/2021	W	2637
40590	Damen/Milwaukee	10/27/2021	W	2854
40590	Damen/Milwaukee	10/28/2021	W	2864
40590	Damen/Milwaukee	10/29/2021	W	2718
40590	Damen/Milwaukee	10/30/2021	A	2633
40590	Damen/Milwaukee	10/31/2021	U	2127
40600	Kostner	10/01/2021	W	241
40600	Kostner	10/02/2021	A	132
40600	Kostner	10/03/2021	U	102
40600	Kostner	10/04/2021	W	204
40600	Kostner	10/05/2021	W	237
40600	Kostner	10/06/2021	W	254
40600	Kostner	10/07/2021	W	237
40600	Kostner	10/08/2021	W	219
40600	Kostner	10/09/2021	A	141
40600	Kostner	10/10/2021	U	114
40600	Kostner	10/11/2021	W	178
40600	Kostner	10/12/2021	W	237
40600	Kostner	10/13/2021	W	247
40600	Kostner	10/14/2021	W	244
40600	Kostner	10/15/2021	W	218
40600	Kostner	10/16/2021	A	145
40600	Kostner	10/17/2021	U	112
40600	Kostner	10/18/2021	W	229
40600	Kostner	10/19/2021	W	239
40600	Kostner	10/20/2021	W	244
40600	Kostner	10/21/2021	W	247
40600	Kostner	10/22/2021	W	241
40600	Kostner	10/23/2021	A	136
40600	Kostner	10/24/2021	U	83
40600	Kostner	10/25/2021	W	216
40600	Kostner	10/26/2021	W	266
40600	Kostner	10/27/2021	W	269
40600	Kostner	10/28/2021	W	247
40600	Kostner	10/29/2021	W	218
40600	Kostner	10/30/2021	A	167
40600	Kostner	10/31/2021	U	92
40610	Ridgeland	10/01/2021	W	453
40610	Ridgeland	10/02/2021	A	338
40610	Ridgeland	10/03/2021	U	230
40610	Ridgeland	10/04/2021	W	459
40610	Ridgeland	10/05/2021	W	495
40610	Ridgeland	10/06/2021	W	526
40610	Ridgeland	10/07/2021	W	564
40610	Ridgeland	10/08/2021	W	458
40610	Ridgeland	10/09/2021	A	347
40610	Ridgeland	10/10/2021	U	304
40610	Ridgeland	10/11/2021	W	327
40610	Ridgeland	10/12/2021	W	536
40610	Ridgeland	10/13/2021	W	510
40610	Ridgeland	10/14/2021	W	569
40610	Ridgeland	10/15/2021	W	475
40610	Ridgeland	10/16/2021	A	266
40610	Ridgeland	10/17/2021	U	223
40610	Ridgeland	10/18/2021	W	476
40610	Ridgeland	10/19/2021	W	667
40610	Ridgeland	10/20/2021	W	506
40610	Ridgeland	10/21/2021	W	482
40610	Ridgeland	10/22/2021	W	488
40610	Ridgeland	10/23/2021	A	327
40610	Ridgeland	10/24/2021	U	165
40610	Ridgeland	10/25/2021	W	424
40610	Ridgeland	10/26/2021	W	517
40610	Ridgeland	10/27/2021	W	493
40610	Ridgeland	10/28/2021	W	510
40610	Ridgeland	10/29/2021	W	383
40610	Ridgeland	10/30/2021	A	284
40610	Ridgeland	10/31/2021	U	213
40630	Clark/Division	10/01/2021	W	4848
40630	Clark/Division	10/02/2021	A	4163
40630	Clark/Division	10/03/2021	U	3215
40630	Clark/Division	10/04/2021	W	3687
40630	Clark/Division	10/05/2021	W	4040
40630	Clark/Division	10/06/2021	W	4017
40630	Clark/Division	10/07/2021	W	4329
40630	Clark/Division	10/08/2021	W	4870
40630	Clark/Division	10/09/2021	A	4710
40630	Clark/Division	10/10/2021	U	7448
40630	Clark/Division	10/11/2021	W	3217
40630	Clark/Division	10/12/2021	W	4513
40630	Clark/Division	10/13/2021	W	4109
40630	Clark/Division	10/14/2021	W	4362
40630	Clark/Division	10/15/2021	W	4623
40630	Clark/Division	10/16/2021	A	4724
40630	Clark/Division	10/17/2021	U	3450
40630	Clark/Division	10/18/2021	W	3708
40630	Clark/Division	10/19/2021	W	4179
40630	Clark/Division	10/20/2021	W	4138
40630	Clark/Division	10/21/2021	W	4304
40630	Clark/Division	10/22/2021	W	4588
40630	Clark/Division	10/23/2021	A	4023
40630	Clark/Division	10/24/2021	U	2533
40630	Clark/Division	10/25/2021	W	3465
40630	Clark/Division	10/26/2021	W	4137
40630	Clark/Division	10/27/2021	W	4328
40630	Clark/Division	10/28/2021	W	4371
40630	Clark/Division	10/29/2021	W	4256
40630	Clark/Division	10/30/2021	A	4382
40630	Clark/Division	10/31/2021	U	3144
40650	North/Clybourn	10/01/2021	W	2813
40650	North/Clybourn	10/02/2021	A	2434
40650	North/Clybourn	10/03/2021	U	1782
40650	North/Clybourn	10/04/2021	W	2388
40650	North/Clybourn	10/05/2021	W	2480
40650	North/Clybourn	10/06/2021	W	2371
40650	North/Clybourn	10/07/2021	W	2633
40650	North/Clybourn	10/08/2021	W	2736
40650	North/Clybourn	10/09/2021	A	2602
40650	North/Clybourn	10/10/2021	U	2649
40650	North/Clybourn	10/11/2021	W	2023
40650	North/Clybourn	10/12/2021	W	2617
40650	North/Clybourn	10/13/2021	W	2523
40650	North/Clybourn	10/14/2021	W	2643
40650	North/Clybourn	10/15/2021	W	2729
40650	North/Clybourn	10/16/2021	A	2845
40650	North/Clybourn	10/17/2021	U	1968
40650	North/Clybourn	10/18/2021	W	2143
40650	North/Clybourn	10/19/2021	W	2401
40650	North/Clybourn	10/20/2021	W	2459
40650	North/Clybourn	10/21/2021	W	2537
40650	North/Clybourn	10/22/2021	W	2623
40650	North/Clybourn	10/23/2021	A	2541
40650	North/Clybourn	10/24/2021	U	1380
40650	North/Clybourn	10/25/2021	W	2097
40650	North/Clybourn	10/26/2021	W	2615
40650	North/Clybourn	10/27/2021	W	2663
40650	North/Clybourn	10/28/2021	W	2665
40650	North/Clybourn	10/29/2021	W	2743
40650	North/Clybourn	10/30/2021	A	2625
40650	North/Clybourn	10/31/2021	U	1969
40660	Armitage	10/01/2021	W	2332
40660	Armitage	10/02/2021	A	1594
40660	Armitage	10/03/2021	U	1015
40660	Armitage	10/04/2021	W	2050
40660	Armitage	10/05/2021	W	2214
40660	Armitage	10/06/2021	W	2255
40660	Armitage	10/07/2021	W	2242
40660	Armitage	10/08/2021	W	2253
40660	Armitage	10/09/2021	A	1858
40660	Armitage	10/10/2021	U	1534
40660	Armitage	10/11/2021	W	1376
40660	Armitage	10/12/2021	W	2237
40660	Armitage	10/13/2021	W	2247
40660	Armitage	10/14/2021	W	2337
40660	Armitage	10/15/2021	W	2445
40660	Armitage	10/16/2021	A	1710
40660	Armitage	10/17/2021	U	964
40660	Armitage	10/18/2021	W	2051
40660	Armitage	10/19/2021	W	2278
40660	Armitage	10/20/2021	W	2322
40660	Armitage	10/21/2021	W	2386
40660	Armitage	10/22/2021	W	2287
40660	Armitage	10/23/2021	A	1441
40660	Armitage	10/24/2021	U	601
40660	Armitage	10/25/2021	W	1802
40660	Armitage	10/26/2021	W	2178
40660	Armitage	10/27/2021	W	2386
40660	Armitage	10/28/2021	W	2335
40660	Armitage	10/29/2021	W	2373
40660	Armitage	10/30/2021	A	1670
40660	Armitage	10/31/2021	U	991
40670	Western/Milwaukee	10/01/2021	W	2508
40670	Western/Milwaukee	10/02/2021	A	1523
40670	Western/Milwaukee	10/03/2021	U	1091
40670	Western/Milwaukee	10/04/2021	W	2006
40670	Western/Milwaukee	10/05/2021	W	2220
40670	Western/Milwaukee	10/06/2021	W	2276
40670	Western/Milwaukee	10/07/2021	W	2451
40670	Western/Milwaukee	10/08/2021	W	2434
40670	Western/Milwaukee	10/09/2021	A	1896
40670	Western/Milwaukee	10/10/2021	U	1760
40670	Western/Milwaukee	10/11/2021	W	1770
40670	Western/Milwaukee	10/12/2021	W	2426
40670	Western/Milwaukee	10/13/2021	W	2391
40670	Western/Milwaukee	10/14/2021	W	2546
40670	Western/Milwaukee	10/15/2021	W	2421
40670	Western/Milwaukee	10/16/2021	A	1736
40670	Western/Milwaukee	10/17/2021	U	1361
40670	Western/Milwaukee	10/18/2021	W	2049
40670	Western/Milwaukee	10/19/2021	W	2316
40670	Western/Milwaukee	10/20/2021	W	2376
40670	Western/Milwaukee	10/21/2021	W	2692
40670	Western/Milwaukee	10/22/2021	W	2639
40670	Western/Milwaukee	10/23/2021	A	1681
40670	Western/Milwaukee	10/24/2021	U	1016
40670	Western/Milwaukee	10/25/2021	W	1836
40670	Western/Milwaukee	10/26/2021	W	2321
40670	Western/Milwaukee	10/27/2021	W	2448
40670	Western/Milwaukee	10/28/2021	W	2518
40670	Western/Milwaukee	10/29/2021	W	2176
40670	Western/Milwaukee	10/30/2021	A	1593
40670	Western/Milwaukee	10/31/2021	U	1172
40680	Adams/Wabash	10/01/2021	W	2928
40680	Adams/Wabash	10/02/2021	A	1856
40680	Adams/Wabash	10/03/2021	U	1442
40680	Adams/Wabash	10/04/2021	W	3426
40680	Adams/Wabash	10/05/2021	W	3516
40680	Adams/Wabash	10/06/2021	W	3627
40680	Adams/Wabash	10/07/2021	W	3633
40680	Adams/Wabash	10/08/2021	W	3350
40680	Adams/Wabash	10/09/2021	A	2715
40680	Adams/Wabash	10/10/2021	U	6006
40680	Adams/Wabash	10/11/2021	W	3589
40680	Adams/Wabash	10/12/2021	W	3685
40680	Adams/Wabash	10/13/2021	W	3706
40680	Adams/Wabash	10/14/2021	W	3710
40680	Adams/Wabash	10/15/2021	W	3113
40680	Adams/Wabash	10/16/2021	A	1960
40680	Adams/Wabash	10/17/2021	U	1429
40680	Adams/Wabash	10/18/2021	W	3723
40680	Adams/Wabash	10/19/2021	W	3621
40680	Adams/Wabash	10/20/2021	W	3609
40680	Adams/Wabash	10/21/2021	W	3510
40680	Adams/Wabash	10/22/2021	W	2846
40680	Adams/Wabash	10/23/2021	A	1673
40680	Adams/Wabash	10/24/2021	U	1076
40680	Adams/Wabash	10/25/2021	W	3200
40680	Adams/Wabash	10/26/2021	W	3575
40680	Adams/Wabash	10/27/2021	W	3557
40680	Adams/Wabash	10/28/2021	W	3642
40680	Adams/Wabash	10/29/2021	W	2758
40680	Adams/Wabash	10/30/2021	A	1750
40680	Adams/Wabash	10/31/2021	U	1213
40690	Dempster	10/01/2021	W	424
40690	Dempster	10/02/2021	A	381
40690	Dempster	10/03/2021	U	296
40690	Dempster	10/04/2021	W	330
40690	Dempster	10/05/2021	W	402
40690	Dempster	10/06/2021	W	349
40690	Dempster	10/07/2021	W	366
40690	Dempster	10/08/2021	W	429
40690	Dempster	10/09/2021	A	389
40690	Dempster	10/10/2021	U	308
40690	Dempster	10/11/2021	W	336
40690	Dempster	10/12/2021	W	357
40690	Dempster	10/13/2021	W	370
40690	Dempster	10/14/2021	W	372
40690	Dempster	10/15/2021	W	408
40690	Dempster	10/16/2021	A	470
40690	Dempster	10/17/2021	U	321
40690	Dempster	10/18/2021	W	342
40690	Dempster	10/19/2021	W	380
40690	Dempster	10/20/2021	W	341
40690	Dempster	10/21/2021	W	395
40690	Dempster	10/22/2021	W	431
40690	Dempster	10/23/2021	A	409
40690	Dempster	10/24/2021	U	249
40690	Dempster	10/25/2021	W	350
40690	Dempster	10/26/2021	W	372
40690	Dempster	10/27/2021	W	353
40690	Dempster	10/28/2021	W	345
40690	Dempster	10/29/2021	W	390
40690	Dempster	10/30/2021	A	479
40690	Dempster	10/31/2021	U	269
40700	Laramie	10/01/2021	W	556
40700	Laramie	10/02/2021	A	322
40700	Laramie	10/03/2021	U	227
40700	Laramie	10/04/2021	W	490
40700	Laramie	10/05/2021	W	572
40700	Laramie	10/06/2021	W	618
40700	Laramie	10/07/2021	W	566
40700	Laramie	10/08/2021	W	573
40700	Laramie	10/09/2021	A	360
40700	Laramie	10/10/2021	U	246
40700	Laramie	10/11/2021	W	379
40700	Laramie	10/12/2021	W	598
40700	Laramie	10/13/2021	W	570
40700	Laramie	10/14/2021	W	537
40700	Laramie	10/15/2021	W	576
40700	Laramie	10/16/2021	A	332
40700	Laramie	10/17/2021	U	269
40700	Laramie	10/18/2021	W	547
40700	Laramie	10/19/2021	W	573
40700	Laramie	10/20/2021	W	531
40700	Laramie	10/21/2021	W	543
40700	Laramie	10/22/2021	W	563
40700	Laramie	10/23/2021	A	350
40700	Laramie	10/24/2021	U	188
40700	Laramie	10/25/2021	W	520
40700	Laramie	10/26/2021	W	615
40700	Laramie	10/27/2021	W	549
40700	Laramie	10/28/2021	W	593
40700	Laramie	10/29/2021	W	490
40700	Laramie	10/30/2021	A	330
40700	Laramie	10/31/2021	U	224
40710	Chicago/Franklin	10/01/2021	W	2940
40710	Chicago/Franklin	10/02/2021	A	1932
40710	Chicago/Franklin	10/03/2021	U	1405
40710	Chicago/Franklin	10/04/2021	W	2664
40710	Chicago/Franklin	10/05/2021	W	3031
40710	Chicago/Franklin	10/06/2021	W	3095
40710	Chicago/Franklin	10/07/2021	W	3059
40710	Chicago/Franklin	10/08/2021	W	2978
40710	Chicago/Franklin	10/09/2021	A	2400
40710	Chicago/Franklin	10/10/2021	U	2537
40710	Chicago/Franklin	10/11/2021	W	2190
40710	Chicago/Franklin	10/12/2021	W	2963
40710	Chicago/Franklin	10/13/2021	W	3055
40710	Chicago/Franklin	10/14/2021	W	3198
40710	Chicago/Franklin	10/15/2021	W	3153
40710	Chicago/Franklin	10/16/2021	A	1993
40710	Chicago/Franklin	10/17/2021	U	1211
40710	Chicago/Franklin	10/18/2021	W	2824
40710	Chicago/Franklin	10/19/2021	W	3087
40710	Chicago/Franklin	10/20/2021	W	3128
40710	Chicago/Franklin	10/21/2021	W	3120
40710	Chicago/Franklin	10/22/2021	W	2974
40710	Chicago/Franklin	10/23/2021	A	1841
40710	Chicago/Franklin	10/24/2021	U	963
40710	Chicago/Franklin	10/25/2021	W	2368
40710	Chicago/Franklin	10/26/2021	W	2996
40710	Chicago/Franklin	10/27/2021	W	3081
40710	Chicago/Franklin	10/28/2021	W	3183
40710	Chicago/Franklin	10/29/2021	W	2925
40710	Chicago/Franklin	10/30/2021	A	2123
40710	Chicago/Franklin	10/31/2021	U	1343
40720	East 63rd-Cottage Grove	10/01/2021	W	579
40720	East 63rd-Cottage Grove	10/02/2021	A	353
40720	East 63rd-Cottage Grove	10/03/2021	U	303
40720	East 63rd-Cottage Grove	10/04/2021	W	437
40720	East 63rd-Cottage Grove	10/05/2021	W	515
40720	East 63rd-Cottage Grove	10/06/2021	W	512
40720	East 63rd-Cottage Grove	10/07/2021	W	493
40720	East 63rd-Cottage Grove	10/08/2021	W	505
40720	East 63rd-Cottage Grove	10/09/2021	A	395
40720	East 63rd-Cottage Grove	10/10/2021	U	280
40720	East 63rd-Cottage Grove	10/11/2021	W	368
40720	East 63rd-Cottage Grove	10/12/2021	W	506
40720	East 63rd-Cottage Grove	10/13/2021	W	504
40720	East 63rd-Cottage Grove	10/14/2021	W	504
40720	East 63rd-Cottage Grove	10/15/2021	W	626
40720	East 63rd-Cottage Grove	10/16/2021	A	374
40720	East 63rd-Cottage Grove	10/17/2021	U	244
40720	East 63rd-Cottage Grove	10/18/2021	W	510
40720	East 63rd-Cottage Grove	10/19/2021	W	513
40720	East 63rd-Cottage Grove	10/20/2021	W	538
40720	East 63rd-Cottage Grove	10/21/2021	W	519
40720	East 63rd-Cottage Grove	10/22/2021	W	572
40720	East 63rd-Cottage Grove	10/23/2021	A	375
40720	East 63rd-Cottage Grove	10/24/2021	U	233
40720	East 63rd-Cottage Grove	10/25/2021	W	423
40720	East 63rd-Cottage Grove	10/26/2021	W	508
40720	East 63rd-Cottage Grove	10/27/2021	W	508
40720	East 63rd-Cottage Grove	10/28/2021	W	484
40720	East 63rd-Cottage Grove	10/29/2021	W	536
40720	East 63rd-Cottage Grove	10/30/2021	A	404
40720	East 63rd-Cottage Grove	10/31/2021	U	276
40730	Washington/Wells	10/01/2021	W	2303
40730	Washington/Wells	10/02/2021	A	861
40730	Washington/Wells	10/03/2021	U	704
40730	Washington/Wells	10/04/2021	W	2755
40730	Washington/Wells	10/05/2021	W	3313
40730	Washington/Wells	10/06/2021	W	3036
40730	Washington/Wells	10/07/2021	W	2966
40730	Washington/Wells	10/08/2021	W	2451
40730	Washington/Wells	10/09/2021	A	959
40730	Washington/Wells	10/10/2021	U	1532
40730	Washington/Wells	10/11/2021	W	2388
40730	Washington/Wells	10/12/2021	W	3226
40730	Washington/Wells	10/13/2021	W	3250
40730	Washington/Wells	10/14/2021	W	3198
40730	Washington/Wells	10/15/2021	W	2404
40730	Washington/Wells	10/16/2021	A	865
40730	Washington/Wells	10/17/2021	U	614
40730	Washington/Wells	10/18/2021	W	2749
40730	Washington/Wells	10/19/2021	W	3274
40730	Washington/Wells	10/20/2021	W	3166
40730	Washington/Wells	10/21/2021	W	3233
40730	Washington/Wells	10/22/2021	W	2423
40730	Washington/Wells	10/23/2021	A	809
40730	Washington/Wells	10/24/2021	U	523
40730	Washington/Wells	10/25/2021	W	2405
40730	Washington/Wells	10/26/2021	W	3298
40730	Washington/Wells	10/27/2021	W	3256
40730	Washington/Wells	10/28/2021	W	3267
40730	Washington/Wells	10/29/2021	W	2375
40730	Washington/Wells	10/30/2021	A	706
40730	Washington/Wells	10/31/2021	U	489
40740	Western-Cermak	10/01/2021	W	737
40740	Western-Cermak	10/02/2021	A	425
40740	Western-Cermak	10/03/2021	U	366
40740	Western-Cermak	10/04/2021	W	624
40740	Western-Cermak	10/05/2021	W	653
40740	Western-Cermak	10/06/2021	W	687
40740	Western-Cermak	10/07/2021	W	683
40740	Western-Cermak	10/08/2021	W	720
40740	Western-Cermak	10/09/2021	A	523
40740	Western-Cermak	10/10/2021	U	427
40740	Western-Cermak	10/11/2021	W	526
40740	Western-Cermak	10/12/2021	W	689
40740	Western-Cermak	10/13/2021	W	719
